:START_ID,:END_ID,:TYPE,doc_id,source,confidence:float
Repo:sunset1995/torch_efficient_distloss,Method:eff_distloss_native,repo_implements_method,github:sunset1995/torch_efficient_distloss,llm,0.95
Repo:sunset1995/torch_efficient_distloss,Method:eff_distloss,repo_implements_method,github:sunset1995/torch_efficient_distloss,llm,0.95
Repo:sunset1995/torch_efficient_distloss,Method:flatten_eff_distloss,repo_implements_method,github:sunset1995/torch_efficient_distloss,llm,0.95
Repo:rmurai0610/MASt3R-SLAM,Method:mast3r-slam,repo_implements_method,github:rmurai0610/MASt3R-SLAM,llm,1.0
Repo:fdp0525/G2LTex,Method:g2ltex,repo_implements_method,github:fdp0525/G2LTex,llm,1.0
Repo:huangjh-pub/di-fusion,Method:di-fusion,repo_implements_method,github:huangjh-pub/di-fusion,llm,1.0
Repo:panxkun/eggfusion,Method:egg-fusion,repo_implements_method,github:panxkun/eggfusion,llm,1.0
Method:egg-fusion,Dataset:replica,method_uses_dataset,github:panxkun/eggfusion,llm,1.0
Method:egg-fusion,Dataset:tum rgb-d,method_uses_dataset,github:panxkun/eggfusion,llm,1.0
Method:egg-fusion,Dataset:scannet++,method_uses_dataset,github:panxkun/eggfusion,llm,1.0
Repo:MobileRoboticsSkoltech/RecSync-android,Method:recsync,repo_implements_method,github:MobileRoboticsSkoltech/RecSync-android,llm,1.0
Method:mac-ego3d,Dataset:replica,method_uses_dataset,github:Xiaohao-Xu/MAC-Ego3D,llm,0.95
Repo:nianticlabs/simplerecon,Method:simplerecon,repo_implements_method,github:nianticlabs/simplerecon,llm,1.0
Method:simplerecon,Dataset:scannet,method_uses_dataset,github:nianticlabs/simplerecon,llm,0.98
Repo:niessner/VoxelHashing,Method:voxelhashing,repo_implements_method,github:niessner/VoxelHashing,llm,1.0
Repo:svip-lab/PlanarReconstruction,Method:planarreconstruction,repo_implements_method,github:svip-lab/PlanarReconstruction,llm,1.0
Repo:NVlabs/intrinsic3d,Method:intrinsic3d,repo_implements_method,github:NVlabs/intrinsic3d,llm,1.0
Repo:dgrzech/sobfu,Method:sobfu,repo_implements_method,github:dgrzech/sobfu,llm,1.0
Repo:zjudmd/Mini-3D-Scanner,Method:mini 3d-scanner,repo_implements_method,github:zjudmd/Mini-3D-Scanner,llm,1.0
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:3d reconstruction from images pipeline,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,1.0
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:projection matrix,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:lens distortion estimation,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:epipolar geometry,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:fundamental matrix,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:triangulation,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:feature detection,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:feature descriptors,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:samorr/Computer-Vision-and-Photogrammetry,Method:3d point cloud reconstruction,repo_implements_method,github:samorr/Computer-Vision-and-Photogrammetry,llm,0.9
Repo:sfchng/Rotation_Coordinate_Descent,Method:rcd,repo_implements_method,github:sfchng/Rotation_Coordinate_Descent,llm,1.0
Repo:lessthanoptimal/BoofCV,Method:boofcv,repo_implements_method,github:lessthanoptimal/BoofCV,llm,1.0
Repo:lessthanoptimal/BoofCV,Method:structure from motion,repo_implements_method,github:lessthanoptimal/BoofCV,llm,0.9
Repo:LiangliangNan/MVStudio,Method:mvstudio,repo_implements_method,github:LiangliangNan/MVStudio,llm,1.0
Repo:LiangliangNan/MVStudio,Method:structure from motion,repo_implements_method,github:LiangliangNan/MVStudio,llm,1.0
Repo:LiangliangNan/MVStudio,Method:multi-view stereo,repo_implements_method,github:LiangliangNan/MVStudio,llm,1.0
Repo:micmelesse/3D-reconstruction-with-Neural-Networks,Method:3d reconstruction neural network,repo_implements_method,github:micmelesse/3D-reconstruction-with-Neural-Networks,llm,1.0
Repo:manycore-research/PlankAssembly,Method:plankassembly,repo_implements_method,github:manycore-research/PlankAssembly,llm,1.0
Repo:likojack/bnv_fusion,Method:bnv-fusion,repo_implements_method,github:likojack/bnv_fusion,llm,1.0
Repo:radekd91/emoca,Method:emoca,repo_implements_method,github:radekd91/emoca,llm,1.0
Repo:radekd91/emoca,Method:emoca v1,repo_implements_method,github:radekd91/emoca,llm,0.95
Repo:radekd91/emoca,Method:emoca v2,repo_implements_method,github:radekd91/emoca,llm,1.0
Repo:radekd91/emoca,Method:gdl,repo_implements_method,github:radekd91/emoca,llm,1.0
Repo:JohannaXie/GauSS-MI,Method:gauss-mi,repo_implements_method,github:JohannaXie/GauSS-MI,llm,1.0
Repo:ActiveVisionLab/MobileBrick,Method:mobilebrick,repo_implements_method,github:ActiveVisionLab/MobileBrick,llm,1.0
Repo:BatFaceWayne/DeGauss,Method:degauss,repo_implements_method,github:BatFaceWayne/DeGauss,llm,1.0
Repo:yudhisteer/3D-Reconstruction-with-Uncalibrated-Stereo,Method:structure from motion (sfm),repo_implements_method,github:yudhisteer/3D-Reconstruction-with-Uncalibrated-Stereo,llm,1.0
Method:multi-view stereo (mvs),Dataset:kitti,method_uses_dataset,github:yudhisteer/3D-Reconstruction-with-Uncalibrated-Stereo,llm,0.9
Method:multi-view stereo (mvs),Dataset:middlebury,method_uses_dataset,github:yudhisteer/3D-Reconstruction-with-Uncalibrated-Stereo,llm,0.9
Method:structure from motion (sfm),Dataset:middlebury,method_uses_dataset,github:yudhisteer/3D-Reconstruction-with-Uncalibrated-Stereo,llm,0.9
Repo:openMVG/openMVG,Method:structure from motion (sfm),repo_implements_method,github:openMVG/openMVG,llm,0.95
Repo:OpenDroneMap/NodeMICMAC,Method:nodemicmac,repo_implements_method,github:OpenDroneMap/NodeMICMAC,llm,1.0
Repo:SBCV/Blender-Addon-Photogrammetry-Importer,Method:blender photogrammetry importer,repo_implements_method,github:SBCV/Blender-Addon-Photogrammetry-Importer,llm,1.0
Repo:ekarad1um/Photogrammetry,Method:photogrammetry,repo_implements_method,github:ekarad1um/Photogrammetry,llm,1.0
Repo:Pix4D/pyopf,Method:pyopf,repo_implements_method,github:Pix4D/pyopf,llm,1.0
Repo:Wuuu3511/GoMVS,Method:gomvs,repo_implements_method,github:Wuuu3511/GoMVS,llm,1.0
Method:gomvs,Dataset:dtu,method_uses_dataset,github:Wuuu3511/GoMVS,llm,1.0
Method:gomvs,Dataset:blendedmvs,method_uses_dataset,github:Wuuu3511/GoMVS,llm,1.0
Method:gomvs,Dataset:tanks and temples,method_uses_dataset,github:Wuuu3511/GoMVS,llm,1.0
Method:gomvs,Dataset:eth3d,method_uses_dataset,github:Wuuu3511/GoMVS,llm,1.0
Method:multi-view stereo (mvs),Dataset:dtu,method_uses_dataset,github:XYZ-qiyh/multi-view-3d-reconstruction,llm,0.9
Method:multi-view stereo (mvs),Dataset:eth3d,method_uses_dataset,github:XYZ-qiyh/multi-view-3d-reconstruction,llm,0.9
Method:multi-view stereo (mvs),Dataset:blendedmvs,method_uses_dataset,github:XYZ-qiyh/multi-view-3d-reconstruction,llm,0.9
Method:binocular stereo matching,Dataset:middlebury,method_uses_dataset,github:XYZ-qiyh/multi-view-3d-reconstruction,llm,0.9
Repo:nianticlabs/acezero,Method:ace0,repo_implements_method,github:nianticlabs/acezero,llm,1.0
Repo:nianticlabs/acezero,Method:ace zero,repo_implements_method,github:nianticlabs/acezero,llm,0.95
Repo:ItsWajdy/modeler,Method:modeler,repo_implements_method,github:ItsWajdy/modeler,llm,1.0
Repo:nmoehrle/mvs-texturing,Method:mvs-texturing,repo_implements_method,github:nmoehrle/mvs-texturing,llm,1.0
Repo:simonfuhrmann/mve,Method:mve,repo_implements_method,github:simonfuhrmann/mve,llm,1.0
Repo:simonfuhrmann/mve,Method:umve,repo_implements_method,github:simonfuhrmann/mve,llm,1.0
Repo:snavely/bundler_sfm,Method:bundler,repo_implements_method,github:snavely/bundler_sfm,llm,1.0
Repo:snavely/bundler_sfm,Method:bundle2pmvs,repo_implements_method,github:snavely/bundler_sfm,llm,1.0
Repo:snavely/bundler_sfm,Method:radialundistort,repo_implements_method,github:snavely/bundler_sfm,llm,1.0
Repo:snavely/bundler_sfm,Method:ann,repo_implements_method,github:snavely/bundler_sfm,llm,0.95
Repo:ShuweiShao/AF-SfMLearner,Method:af-sfmlearner,repo_implements_method,github:ShuweiShao/AF-SfMLearner,llm,1.0
Repo:jytime/Deep-SfM-Revisited,Method:deep two-view structure-from-motion,repo_implements_method,github:jytime/Deep-SfM-Revisited,llm,1.0
Repo:jytime/Deep-SfM-Revisited,Method:loransac,repo_implements_method,github:jytime/Deep-SfM-Revisited,llm,0.9
Method:deep two-view structure-from-motion,Dataset:kitti,method_uses_dataset,github:jytime/Deep-SfM-Revisited,llm,1.0
Method:deep two-view structure-from-motion,Dataset:kitti odometry,method_uses_dataset,github:jytime/Deep-SfM-Revisited,llm,1.0
Repo:AIBluefisher/DAGSfM,Method:dagsfm,repo_implements_method,github:AIBluefisher/DAGSfM,llm,1.0
Repo:BoomStarcuc/3DSfMFaceReconstruction,Method:deep unsupervised 3d sfm face reconstruction,repo_implements_method,github:BoomStarcuc/3DSfMFaceReconstruction,llm,1.0
Repo:BoomStarcuc/3DSfMFaceReconstruction,Method:face 3d reconstruction,repo_implements_method,github:BoomStarcuc/3DSfMFaceReconstruction,llm,0.95
Repo:imkaywu/open3DCV,Method:open3dcv,repo_implements_method,github:imkaywu/open3DCV,llm,1.0
Repo:imkaywu/open3DCV,Method:multiple view geometry,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:feature detector,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:feature matching,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:fundamental matrix,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:7-point algorithm,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:8-point algorithm,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:ransac,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:essential matrix,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:5-point algorithm,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:imkaywu/open3DCV,Method:n-view triangulation,repo_implements_method,github:imkaywu/open3DCV,llm,0.95
Repo:JiawangBian/GMS-Feature-Matcher,"Method:Grid-based Motion Statistics for Fast, Ultra-robust Feature Correspondence",repo_implements_method,github:JiawangBian/GMS-Feature-Matcher,llm,1.0
Repo:Easonyesheng/A2PM-MESA,Method:area to point matching framework,repo_implements_method,github:Easonyesheng/A2PM-MESA,llm,1.0
Repo:Easonyesheng/A2PM-MESA,Method:a2pm,repo_implements_method,github:Easonyesheng/A2PM-MESA,llm,1.0
Repo:Easonyesheng/A2PM-MESA,Method:mesa,repo_implements_method,github:Easonyesheng/A2PM-MESA,llm,1.0
Repo:Easonyesheng/A2PM-MESA,Method:dmesa,repo_implements_method,github:Easonyesheng/A2PM-MESA,llm,1.0
Repo:Easonyesheng/A2PM-MESA,Method:mesa-f,repo_implements_method,github:Easonyesheng/A2PM-MESA,llm,1.0
Method:a2pm,Dataset:scannet,method_uses_dataset,github:Easonyesheng/A2PM-MESA,llm,1.0
Method:mesa,Dataset:scannet,method_uses_dataset,github:Easonyesheng/A2PM-MESA,llm,1.0
Method:mesa-f,Dataset:scannet,method_uses_dataset,github:Easonyesheng/A2PM-MESA,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:deep-image-matching,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:dim,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:sift,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:disk,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:roma,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:superglue,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:superpoint,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:ripe,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:rdd sparse,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:liftfeat,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:xfeat,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:dedode,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:aliked,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:srif,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:keynet,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:hardnet,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:orb,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:lightglue,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:se2-loftr,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:nearest neighbor,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:colmap,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:openmvg,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:micmac,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:agisoft metashape,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:pycolmap,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:3DOM-FBK/deep-image-matching,Method:kornia,repo_implements_method,github:3DOM-FBK/deep-image-matching,llm,1.0
Repo:nianticlabs/doubletake,Method:doubletake,repo_implements_method,github:nianticlabs/doubletake,llm,1.0
Method:doubletake,Dataset:scannet,method_uses_dataset,github:nianticlabs/doubletake,llm,1.0
Repo:weiyithu/NerfingMVS,Method:nerfingmvs,repo_implements_method,github:weiyithu/NerfingMVS,llm,1.0
Repo:ardaduz/deep-video-mvs,Method:deepvideomvs,repo_implements_method,github:ardaduz/deep-video-mvs,llm,1.0
Method:deepvideomvs,Dataset:scannet,method_uses_dataset,github:ardaduz/deep-video-mvs,llm,1.0
Repo:FangjinhuaWang/IterMVS,Method:itermvs,repo_implements_method,github:FangjinhuaWang/IterMVS,llm,1.0
Method:itermvs,Dataset:dtu,method_uses_dataset,github:FangjinhuaWang/IterMVS,llm,0.95
Method:itermvs,Dataset:eth3d,method_uses_dataset,github:FangjinhuaWang/IterMVS,llm,0.95
Repo:VladimirYugay/Gaussian-SLAM,Method:gaussian-slam,repo_implements_method,github:VladimirYugay/Gaussian-SLAM,llm,1.0
Method:evo,Dataset:kitti,method_uses_dataset,github:MichaelGrupp/evo,llm,1.0
Repo:BertaBescos/DynaSLAM,Method:dynaslam,repo_implements_method,github:BertaBescos/DynaSLAM,llm,1.0
Method:dynaslam,Dataset:kitti,method_uses_dataset,github:BertaBescos/DynaSLAM,llm,1.0
Repo:ethz-asl/maplab,Method:maplab,repo_implements_method,github:ethz-asl/maplab,llm,1.0
Repo:sair-lab/AirSLAM,Method:airslam,repo_implements_method,github:sair-lab/AirSLAM,llm,1.0
Repo:mp3guy/ElasticFusion,Method:elasticfusion,repo_implements_method,github:mp3guy/ElasticFusion,llm,1.0
Repo:koide3/interactive_slam,Method:interactive_slam,repo_implements_method,github:koide3/interactive_slam,llm,1.0
Repo:HKUST-Aerial-Robotics/A-LOAM,Method:a-loam,repo_implements_method,github:HKUST-Aerial-Robotics/A-LOAM,llm,1.0
Method:a-loam,Dataset:kitti,method_uses_dataset,github:HKUST-Aerial-Robotics/A-LOAM,llm,0.98
Repo:gaoxiang12/slambook,Method:eigen,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:opencv,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:ceres,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:gtsam,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:dbow3,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:remode,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:gaoxiang12/slambook,Method:octomap,repo_implements_method,github:gaoxiang12/slambook,llm,0.9
Repo:koide3/hdl_graph_slam,Method:hdl_graph_slam,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.99
Repo:koide3/hdl_graph_slam,Method:ros,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:ndt,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:ransac,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:gicp,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:fast_vgicp,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:ndt_omp,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:koide3/hdl_graph_slam,Method:pcl,repo_implements_method,github:koide3/hdl_graph_slam,llm,0.9
Repo:shichaoy/cube_slam,Method:cubeslam,repo_implements_method,github:shichaoy/cube_slam,llm,0.99
Repo:shichaoy/cube_slam,Method:orb slam,repo_implements_method,github:shichaoy/cube_slam,llm,0.9
Repo:cvg/nice-slam,Method:iMAP*,repo_implements_method,github:cvg/nice-slam,llm,0.9
Repo:cvg/nice-slam,Method:imap,repo_implements_method,github:cvg/nice-slam,llm,0.85
Method:nice-slam,Dataset:scannet,method_uses_dataset,github:cvg/nice-slam,llm,0.9
Method:nice-slam,Dataset:replica,method_uses_dataset,github:cvg/nice-slam,llm,0.9
Repo:appliedAI-Initiative-old/orb_slam_2_ros,Method:orb-slam2,repo_implements_method,github:appliedAI-Initiative-old/orb_slam_2_ros,llm,1.0
Repo:liuguitao/AVP-SLAM-PLUS,Method:avp-slam-plus,repo_implements_method,github:liuguitao/AVP-SLAM-PLUS,llm,1.0
Repo:ToniRV/NeRF-SLAM,Method:sigma-fusion,repo_implements_method,github:ToniRV/NeRF-SLAM,llm,0.9
Repo:93won/lidar_odometry,Method:fast lidar slam,repo_implements_method,github:93won/lidar_odometry,llm,1.0
Method:fast lidar slam,Dataset:kitti,method_uses_dataset,github:93won/lidar_odometry,llm,0.95
Repo:NVIDIA-ISAAC-ROS/isaac_ros_visual_slam,Method:isaac ros visual slam,repo_implements_method,github:NVIDIA-ISAAC-ROS/isaac_ros_visual_slam,llm,1.0
Repo:i2Nav-WHU/OB_GINS,Method:ob_gins,repo_implements_method,github:i2Nav-WHU/OB_GINS,llm,1.0
Repo:JingwenWang95/DSP-SLAM,Method:dsp-slam,repo_implements_method,github:JingwenWang95/DSP-SLAM,llm,1.0
Repo:ov2slam/ov2slam,Method:OV²SLAM,repo_implements_method,github:ov2slam/ov2slam,llm,1.0
Repo:w111liang222/lidar-slam-detection,Method:LSD (LiDAR SLAM & Detection),repo_implements_method,github:w111liang222/lidar-slam-detection,llm,1.0
Repo:KinglittleQ/SuperPoint_SLAM,Method:superpoint-slam,repo_implements_method,github:KinglittleQ/SuperPoint_SLAM,llm,1.0
Method:superpoint-slam,Dataset:kitti,method_uses_dataset,github:KinglittleQ/SuperPoint_SLAM,llm,1.0
Repo:qixuxiang/orb-slam2_with_semantic_label,Method:orb-slam2_with_semantic_label,repo_implements_method,github:qixuxiang/orb-slam2_with_semantic_label,llm,1.0
Repo:cartographer-project/cartographer,Method:cartographer,repo_implements_method,github:cartographer-project/cartographer,llm,1.0
Repo:ydsf16/aruco_ekf_slam,Method:aruco-based ekf-slam,repo_implements_method,github:ydsf16/aruco_ekf_slam,llm,1.0
Repo:SilenceOverflow/VI_ORB_SLAM2,Method:vi_orb_slam2,repo_implements_method,github:SilenceOverflow/VI_ORB_SLAM2,llm,1.0
Repo:SilenceOverflow/VI_ORB_SLAM2,Method:visual-inertial orb-slam,repo_implements_method,github:SilenceOverflow/VI_ORB_SLAM2,llm,0.95
Method:vi_orb_slam2,Dataset:euroc,method_uses_dataset,github:SilenceOverflow/VI_ORB_SLAM2,llm,0.9
Method:vi_orb_slam2,Dataset:kitti,method_uses_dataset,github:SilenceOverflow/VI_ORB_SLAM2,llm,0.85
Repo:shichaoy/pop_up_slam,Method:pop-up slam,repo_implements_method,github:shichaoy/pop_up_slam,llm,1.0
Repo:MIT-SPARK/Kimera-VIO,Method:kimera-vio,repo_implements_method,github:MIT-SPARK/Kimera-VIO,llm,1.0
Method:kimera-vio,Dataset:euroc,method_uses_dataset,github:MIT-SPARK/Kimera-VIO,llm,0.9
Repo:mp3guy/Kintinuous,Method:kintinuous,repo_implements_method,github:mp3guy/Kintinuous,llm,1.0
Repo:wh200720041/ssl_slam,Method:ssl_slam,repo_implements_method,github:wh200720041/ssl_slam,llm,1.0
Repo:engcang/SLAM-application,Method:lego-loam,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:lio-sam,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:lvi-sam,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:fast-lio2,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:voxelmap,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:r3live,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:point-lio,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:kiss-icp,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:dlo,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:dlio,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:ada-lio,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:slamesh,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:immesh,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:m-loam,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:locus,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:slict,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:genz-icp,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:ig-lio,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:sr-lio,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:livox-mapping,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:engcang/SLAM-application,Method:loam-livox,repo_implements_method,github:engcang/SLAM-application,llm,1.0
Repo:MIT-SPARK/VGGT-SLAM,Method:vggt-slam,repo_implements_method,github:MIT-SPARK/VGGT-SLAM,llm,1.0
Repo:MIT-SPARK/VGGT-SLAM,Method:vggt-slam 1.0,repo_implements_method,github:MIT-SPARK/VGGT-SLAM,llm,1.0
Repo:MIT-SPARK/VGGT-SLAM,Method:vggt-slam 2.0,repo_implements_method,github:MIT-SPARK/VGGT-SLAM,llm,1.0
Repo:floatlazer/semantic_slam,Method:semantic slam,repo_implements_method,github:floatlazer/semantic_slam,llm,1.0
Method:dynslam,Dataset:kitti odometry,method_uses_dataset,github:AndreiBarsan/DynSLAM,llm,1.0
Method:dynslam,Dataset:kitti,method_uses_dataset,github:AndreiBarsan/DynSLAM,llm,1.0
Repo:wh200720041/ssl_slam2,Method:ssl_slam2,repo_implements_method,github:wh200720041/ssl_slam2,llm,1.0
Repo:pamela-project/slambench,Method:kfusion,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:orb-slam3,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:refusion,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:openvins,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:supereight,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:bundlefusion,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:semanticfusion,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:orb-slam2,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:dso,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:infinitamv2,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:lsdslam,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:monoslam,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:okvis,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:pamela-project/slambench,Method:svo,repo_implements_method,github:pamela-project/slambench,llm,0.95
Repo:muziyongshixin/ORB-SLAM2-based-AR-on-Android,Method:orb-slam2,repo_implements_method,github:muziyongshixin/ORB-SLAM2-based-AR-on-Android,llm,1.0
Repo:muziyongshixin/ORB-SLAM2-based-AR-on-Android,Method:opengl,repo_implements_method,github:muziyongshixin/ORB-SLAM2-based-AR-on-Android,llm,1.0
Repo:Yixin-F/better_fastlio2,Method:fast_lio_sam,repo_implements_method,github:Yixin-F/better_fastlio2,llm,0.9
